Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Gender,Clicked on Ad,Hour,Day,Month,Year,Interaction
89.34,32.0,55424.24,178.92,1,No,20,31,3,2016,15984.7128
56.39,54.0,58966.22,218.61,1,Yes,20,17,6,2016,12327.4179
54.08,36.0,50628.31,115.26,1,No,8,20,6,2016,6233.2608
59.59,48.0,43974.49,157.04,0,Yes,1,17,7,2016,9358.0136
59.51,60.0,58966.22,153.76,0,Yes,16,5,1,2016,9150.257599999999
75.84,25.0,50506.44,241.03,0,No,17,8,7,2016,18279.715200000002
86.06,32.0,55424.24,178.92,1,No,20,31,3,2016,15397.8552
79.81,23.0,56457.01,211.38,1,Yes,14,19,5,2016,16870.2378
60.23,43.0,53922.43,163.48,0,Yes,21,3,4,2016,9846.400399999999
46.61,41.0,76435.3,126.39,0,Yes,20,25,5,2016,5891.0379
59.59,34.0,59785.94,160.03,0,Yes,4,27,4,2016,9536.1877
80.47,35.0,64564.07,131.55,1,Yes,14,14,3,2016,10585.828500000001
53.92,31.0,56180.93,240.64,1,No,3,8,7,2016,12975.308799999999
55.6,35.0,73889.99,236.87,1,No,2,26,1,2016,13169.972
83.71,38.0,57868.44,137.24,0,Yes,2,22,4,2016,11488.3604
39.36,42.0,57868.44,238.58,1,Yes,19,15,1,2016,9390.5088
80.3,52.0,33951.63,229.12,1,Yes,10,12,1,2016,18398.336
51.56,52.0,73049.3,234.75,0,Yes,16,5,2,2016,12103.710000000001
67.85,28.0,72203.96,138.87,1,No,3,8,7,2016,9422.3295
46.61,43.0,66291.67,198.45,0,Yes,22,4,1,2016,9249.7545
55.6,35.0,57739.03,226.54,1,No,20,2,7,2016,12595.624
36.73,31.0,59886.58,207.17,1,No,1,30,3,2016,7609.354099999999
81.75,33.0,58966.22,215.18,1,No,4,3,7,2016,17590.965
81.75,49.0,45632.51,168.34,0,No,0,11,3,2016,13761.795
80.3,60.0,68448.94,195.69,0,Yes,20,4,4,2016,15713.907
59.51,30.0,58677.69,219.94,0,No,10,29,6,2016,13088.6294
60.53,22.0,56683.32,133.2,0,No,21,12,6,2016,8062.596
41.73,28.0,61840.26,221.94,1,No,22,8,4,2016,9261.556199999999
56.39,46.0,33951.63,231.95,1,Yes,14,6,4,2016,13079.6605
52.68,39.0,71222.4,199.79,1,No,16,14,1,2016,10524.9372
37.0,32.0,55424.24,178.92,1,No,20,31,3,2016,6620.04
40.47,54.0,64021.55,222.25,0,No,19,26,2,2016,8994.4575
53.92,28.0,53058.91,230.52,0,Yes,17,23,1,2016,12429.638400000002
55.6,24.0,52252.91,182.2,0,No,5,31,1,2016,10130.32
85.62,25.0,39699.13,236.19,0,No,6,3,6,2016,20222.5878
54.88,50.0,52736.33,123.13,0,Yes,11,26,6,2016,6757.3744
35.61,37.0,75180.2,108.1,0,Yes,19,10,2,2016,3849.441
53.68,29.0,53431.35,217.1,1,Yes,2,24,3,2016,11653.928
90.97,49.0,64564.07,187.76,1,No,16,5,2,2016,17080.5272
52.84,42.0,60514.05,146.8,0,Yes,12,19,7,2016,7756.912000000001
55.6,35.0,56113.37,236.87,0,No,15,7,4,2016,13169.972
57.86,40.0,40468.53,229.12,0,Yes,20,17,2,2016,13256.8832
56.39,40.0,38067.08,140.46,0,Yes,16,13,7,2016,7920.539400000001
63.45,42.0,58151.87,231.48,1,No,13,19,2,2016,14687.406
56.39,29.0,69456.83,221.98,0,Yes,2,11,1,2016,12517.4522
65.65,29.0,56113.37,112.72,0,No,7,13,7,2016,7400.068
83.4,22.0,41851.38,219.69,0,No,0,11,3,2016,18322.146
59.05,38.0,57868.44,218.97,0,Yes,20,30,5,2016,12930.1785
47.48,29.0,61172.07,158.56,0,No,21,17,4,2016,7528.4288
40.47,29.0,56113.37,208.05,0,No,22,19,6,2016,8419.7835
66.08,33.0,39616.0,122.31,0,Yes,21,12,5,2016,8082.2448
50.33,31.0,56180.93,124.44,0,No,11,15,6,2016,6263.0652
45.7,32.0,69481.85,178.92,1,No,3,9,1,2016,8176.644
73.89,31.0,39799.73,212.87,0,No,14,21,6,2016,15728.9643
46.61,29.0,66429.84,120.06,0,Yes,21,12,5,2016,5595.9966
59.59,48.0,43974.49,167.67,0,Yes,9,21,4,2016,9991.4553
89.05,51.0,57868.44,111.94,1,Yes,21,3,4,2016,9968.257
56.39,46.0,33951.63,194.23,1,Yes,10,12,1,2016,10952.6297
55.6,54.0,38609.2,182.2,0,No,20,31,3,2016,10130.32
55.6,39.0,61601.05,222.25,0,No,9,3,7,2016,12357.1
51.24,32.0,69481.85,219.94,0,Yes,21,9,6,2016,11269.7256
41.73,28.0,59677.64,199.39,1,No,16,5,1,2016,8320.544699999999
83.71,26.0,50628.31,126.39,1,No,19,8,1,2016,10580.106899999999
55.6,39.0,56180.93,124.44,0,No,10,10,6,2016,6918.8640000000005
51.3,48.0,34418.09,123.13,1,Yes,1,17,7,2016,6316.5689999999995
74.54,50.0,57868.44,123.13,0,Yes,7,4,4,2016,9178.110200000001
50.63,39.0,37334.78,210.6,1,Yes,14,20,6,2016,10662.678
54.88,43.0,54106.21,121.28,0,Yes,21,9,5,2016,6655.8464
44.78,38.0,72272.9,206.98,1,Yes,11,13,5,2016,9268.5644
39.36,23.0,25739.09,172.81,0,No,7,8,2,2016,6801.8016
80.31,31.0,67575.12,174.88,0,Yes,0,30,6,2016,14044.6128
52.68,39.0,42993.48,109.29,1,Yes,14,20,6,2016,5757.3972
37.87,38.0,70582.55,130.83,1,Yes,19,17,4,2016,4954.5321
51.87,37.0,53058.91,217.37,0,Yes,7,5,6,2016,11274.981899999999
72.8,38.0,72203.96,196.61,1,No,4,2,3,2016,14313.208
38.37,32.0,38609.2,172.83,1,No,20,31,3,2016,6631.4871
63.26,34.0,20592.99,126.95,1,No,19,15,3,2016,8030.857
60.83,36.0,32549.95,109.07,1,Yes,4,27,4,2016,6634.728099999999
80.71,29.0,61172.07,216.49,1,No,7,5,1,2016,17472.9079
80.51,42.0,57868.44,199.43,1,Yes,14,19,5,2016,16056.109300000002
66.08,52.0,33951.63,186.37,1,Yes,8,4,4,2016,12315.3296
82.07,48.0,43974.49,212.38,0,Yes,1,17,7,2016,17430.026599999997
51.24,36.0,29398.61,141.52,0,No,22,8,5,2016,7251.484800000001
55.6,35.0,42993.48,161.16,1,Yes,9,31,5,2016,8960.496
59.22,40.0,73882.91,191.82,0,No,23,28,2,2016,11359.580399999999
41.73,23.0,56725.47,217.37,1,No,23,31,5,2016,9070.8501
59.51,30.0,58677.69,184.88,0,No,20,5,1,2016,11002.208799999999
46.14,28.0,73608.99,217.37,1,Yes,10,14,2,2016,10029.4518
50.19,40.0,73882.91,221.98,1,No,16,13,7,2016,11141.1762
65.77,34.0,34191.23,114.53,1,Yes,0,11,3,2016,7532.638099999999
44.78,38.0,71455.62,154.75,0,Yes,12,19,7,2016,6929.705
80.3,49.0,39031.89,195.69,1,Yes,20,4,4,2016,15713.907
46.2,28.0,71222.4,139.01,0,No,21,6,5,2016,6422.262
65.77,28.0,57739.03,217.37,1,No,11,19,5,2016,14296.4249
79.52,41.0,52011.0,126.39,0,Yes,15,15,4,2016,10050.532799999999
56.39,40.0,73882.91,229.22,1,Yes,18,17,1,2016,12925.7158
73.49,26.0,74903.41,131.68,1,No,19,8,1,2016,9677.163199999999
41.73,28.0,60309.58,172.81,0,Yes,14,19,5,2016,7211.3613
55.6,32.0,55424.24,178.92,1,No,3,9,1,2016,9947.952
40.67,36.0,60812.77,229.88,1,Yes,15,7,4,2016,9349.2196
54.88,43.0,55642.32,163.48,1,Yes,21,3,4,2016,8971.7824
82.07,43.0,53922.43,121.28,0,Yes,21,17,4,2016,9953.4496
82.07,22.0,74535.94,185.46,0,No,4,3,7,2016,15220.7022
44.33,31.0,27262.51,212.87,0,Yes,3,12,4,2016,9436.5271
72.97,25.0,50671.6,178.85,1,No,13,18,3,2016,13050.6845
84.98,39.0,74623.27,212.87,1,No,3,8,7,2016,18089.692600000002
55.6,35.0,42993.48,221.18,1,No,13,18,3,2016,12297.608
55.6,24.0,50055.33,137.63,1,Yes,13,18,3,2016,7652.228
80.3,49.0,54755.71,195.69,1,Yes,20,4,4,2016,15713.907
37.0,30.0,57877.15,202.61,1,No,10,8,5,2016,7496.570000000001
82.07,22.0,54774.77,131.68,0,No,20,19,2,2016,10806.9776
89.34,29.0,49850.52,115.6,0,Yes,18,27,1,2016,10327.704
70.29,26.0,46033.73,207.17,1,No,7,3,1,2016,14561.9793
73.1,26.0,51463.17,131.68,0,No,13,15,5,2016,9625.807999999999
34.78,36.0,32549.95,115.26,1,Yes,16,13,7,2016,4008.7428000000004
46.61,42.0,43241.19,143.13,0,Yes,11,6,4,2016,6671.2892999999995
55.6,32.0,38609.2,172.83,1,No,22,28,4,2016,9609.348000000002
47.48,29.0,49850.52,216.49,0,No,16,16,1,2016,10278.9452
65.56,52.0,33951.63,186.37,0,Yes,8,4,4,2016,12218.4172
71.84,39.0,37334.78,258.62,0,Yes,7,3,2,2016,18579.2608
80.31,34.0,20592.99,133.42,0,No,14,19,5,2016,10714.9602
89.05,49.0,64564.07,187.76,1,Yes,19,15,1,2016,16720.028
69.15,36.0,76003.47,140.46,0,Yes,16,3,1,2016,9712.809000000001
79.6,23.0,25739.09,172.81,0,No,4,27,4,2016,13755.676
72.01,25.0,50506.44,202.18,0,No,7,3,1,2016,14558.981800000001
46.61,43.0,57868.44,163.48,0,Yes,21,17,4,2016,7619.8027999999995
52.84,42.0,57868.44,178.75,1,Yes,11,6,4,2016,9445.150000000001
52.68,32.0,55424.24,172.83,0,No,22,28,4,2016,9104.6844
84.45,49.0,39031.89,195.69,1,Yes,20,4,4,2016,16526.0205
60.23,41.0,57846.68,217.68,1,Yes,23,31,5,2016,13110.866399999999
74.06,23.0,47051.02,217.37,1,No,17,17,6,2016,16098.4222
51.56,29.0,56113.37,196.61,0,Yes,18,27,1,2016,10137.2116
77.6,29.0,69646.35,167.41,1,No,5,9,2,2016,12991.016
59.51,53.0,66574.0,195.89,1,Yes,6,23,3,2016,11657.4139
60.23,43.0,60575.99,198.45,1,Yes,21,3,4,2016,11952.643499999998
68.88,23.0,58953.01,222.87,0,No,2,20,3,2016,15351.2856
42.04,37.0,58235.21,217.37,1,No,10,21,7,2016,9138.2348
82.07,48.0,34418.09,201.15,1,Yes,23,30,3,2016,16508.3805
89.05,50.0,57868.44,163.48,0,Yes,20,20,2,2016,14557.893999999998
43.49,37.0,68448.94,195.69,0,Yes,7,17,2,2016,8510.5581
80.47,45.0,76480.16,137.24,1,Yes,18,23,1,2016,11043.702800000001
37.0,30.0,70492.6,113.69,1,Yes,6,23,3,2016,4206.53
55.6,39.0,38067.08,140.46,0,No,0,10,6,2016,7809.576000000001
52.68,35.0,54429.17,236.87,0,Yes,2,29,6,2016,12478.3116
56.01,45.0,76480.16,137.24,1,Yes,12,5,3,2016,7686.8124
78.17,25.0,50671.6,183.85,1,Yes,15,7,4,2016,14371.5545
67.56,27.0,36884.23,131.29,1,No,14,9,3,2016,8869.9524
41.73,31.0,66348.95,211.39,1,Yes,10,10,6,2016,8821.304699999999
41.73,28.0,71222.4,217.37,0,No,12,4,5,2016,9070.8501
45.08,39.0,42993.48,221.79,1,Yes,0,5,1,2016,9998.2932
41.73,28.0,55121.65,217.37,1,No,11,19,5,2016,9070.8501
56.39,46.0,66504.16,231.95,1,Yes,13,20,7,2016,13079.6605
68.01,40.0,38067.08,221.98,0,Yes,12,27,2,2016,15096.8598
37.0,30.0,57877.15,202.61,1,No,10,8,5,2016,7496.570000000001
37.87,41.0,57846.68,126.39,0,Yes,20,12,5,2016,4786.3893
41.73,23.0,61617.98,172.81,1,No,22,13,6,2016,7211.3613
81.75,60.0,58966.22,124.54,0,Yes,0,9,3,2016,10181.145
79.52,25.0,50506.44,202.18,0,Yes,17,8,7,2016,16077.3536
60.53,22.0,31215.88,120.06,0,Yes,20,19,2,2016,7267.2318000000005
84.73,26.0,46033.73,149.79,1,Yes,9,23,3,2016,12691.7067
40.17,26.0,51317.33,131.68,0,Yes,15,1,1,2016,5289.5856
73.89,39.0,56180.93,204.79,0,No,18,30,5,2016,15131.9331
74.06,42.0,60514.05,199.43,0,Yes,3,15,5,2016,14769.785800000001
81.98,34.0,20592.99,160.03,1,No,0,11,3,2016,13119.2594
49.21,26.0,70203.74,138.68,0,No,18,17,1,2016,6824.442800000001
40.04,22.0,59550.05,121.07,0,No,4,3,7,2016,4847.6428
46.61,34.0,59785.94,235.94,0,Yes,22,6,6,2016,10997.1634
65.07,34.0,57868.44,114.53,1,Yes,8,9,5,2016,7452.467099999999
80.3,49.0,45632.51,168.34,0,Yes,16,5,2,2016,13517.702
43.84,32.0,55424.24,172.83,0,No,22,28,4,2016,7576.8672000000015
41.73,31.0,61840.26,207.17,1,No,11,9,7,2016,8645.204099999999
35.61,39.0,74623.27,124.44,0,No,15,7,4,2016,4431.3084
83.71,45.0,31092.93,137.24,1,Yes,7,16,3,2016,11488.3604
78.53,51.0,57868.44,123.13,0,Yes,18,27,1,2016,9669.3989
51.87,29.0,69646.35,200.71,0,No,21,12,6,2016,10410.8277
62.06,40.0,41232.89,117.3,0,Yes,16,21,4,2016,7279.638
51.24,36.0,61610.05,140.46,0,Yes,8,4,2,2016,7197.170400000001
43.63,35.0,50671.6,140.15,1,Yes,4,27,4,2016,6114.744500000001
42.04,49.0,39031.89,195.69,1,Yes,20,4,4,2016,8226.8076
50.63,35.0,73889.99,109.29,1,No,15,7,4,2016,5533.3527
46.61,45.0,59886.58,174.88,0,Yes,21,20,4,2016,8151.1568
56.39,27.0,36884.23,234.75,0,No,4,3,7,2016,13237.5525
41.73,23.0,47258.59,158.35,0,Yes,4,27,4,2016,6607.945499999999
40.04,28.0,71222.4,217.37,0,No,1,26,2,2016,8703.4948
60.23,33.0,72325.91,112.72,1,Yes,17,6,2,2016,6789.125599999999
75.55,36.0,59240.24,127.01,0,No,4,3,7,2016,9595.6055
55.6,24.0,55041.6,172.83,1,No,13,18,3,2016,9609.348000000002
62.42,43.0,55642.32,198.45,1,Yes,21,3,4,2016,12387.249
81.98,22.0,56782.18,117.3,0,Yes,3,16,6,2016,9616.254
46.61,40.0,75769.82,194.62,0,Yes,10,21,7,2016,9071.2382
79.54,45.0,59610.81,174.88,0,Yes,4,11,2,2016,13909.9552
35.61,39.0,37334.78,138.87,0,Yes,22,8,5,2016,4945.1607
48.46,28.0,70324.8,221.94,0,No,21,6,5,2016,10755.2124
73.21,42.0,34418.09,129.8,1,Yes,11,6,4,2016,9502.658
59.22,40.0,27086.4,229.12,0,Yes,0,22,4,2016,13568.4864
64.75,36.0,38067.08,124.44,0,Yes,7,3,2,2016,8057.49
82.07,22.0,63363.04,133.2,0,No,4,3,7,2016,10931.723999999998
66.08,48.0,52736.33,201.15,1,Yes,1,17,7,2016,13291.992
38.37,32.0,55424.24,172.83,1,No,22,28,4,2016,6631.4871
56.16,33.0,43974.49,123.13,0,Yes,3,16,6,2016,6914.980799999999
69.15,52.0,19345.36,130.86,0,Yes,8,19,7,2016,9048.969000000001
47.48,29.0,69646.35,158.56,1,No,21,17,4,2016,7528.4288
80.3,37.0,68448.94,181.02,0,Yes,16,5,2,2016,14535.906
56.39,29.0,64267.88,167.22,0,Yes,19,3,2,2016,9429.5358
80.46,26.0,60315.19,228.78,1,No,12,15,2,2016,18407.638799999997
80.3,55.0,64021.55,193.29,1,Yes,18,13,6,2016,15521.186999999998
57.24,33.0,43974.49,178.69,1,Yes,6,24,3,2016,10228.2156
37.45,31.0,56180.93,207.17,0,No,11,19,5,2016,7758.5165
61.22,45.0,59610.81,235.99,0,Yes,12,5,3,2016,14447.3078
51.24,36.0,32549.95,203.9,1,No,13,29,6,2016,10447.836000000001
71.84,31.0,56180.93,124.44,0,No,11,15,6,2016,8939.7696
50.08,30.0,69428.73,174.88,0,Yes,20,30,5,2016,8757.990399999999
40.47,35.0,73889.99,236.87,1,No,18,17,1,2016,9586.1289
69.62,34.0,34191.23,203.84,1,No,0,11,3,2016,14191.340800000002
39.96,44.0,50723.67,140.95,0,No,22,1,3,2016,5632.362
86.06,35.0,51119.93,226.54,1,Yes,15,1,1,2016,19496.0324
36.08,45.0,57195.96,174.88,0,Yes,12,5,3,2016,6309.6704
63.26,31.0,32847.53,153.12,1,No,13,19,2,2016,9686.3712
51.24,54.0,38609.2,182.2,0,No,20,31,3,2016,9335.928
69.62,23.0,25739.09,172.81,1,No,11,19,5,2016,12031.032200000001
74.63,27.0,60082.66,214.42,0,No,4,3,7,2016,16002.164599999998
36.08,38.0,47510.42,230.93,0,Yes,14,19,5,2016,8331.9544
65.59,28.0,73207.15,258.62,0,Yes,12,27,2,2016,16962.8858
89.05,44.0,64011.26,125.22,0,No,1,13,7,2016,11150.841
51.24,36.0,59240.24,222.25,1,No,5,1,1,2016,11388.09
65.65,36.0,74535.94,140.46,0,No,4,3,7,2016,9221.199
54.88,51.0,74535.94,188.56,0,Yes,21,12,5,2016,10348.1728
54.08,36.0,59240.24,205.5,1,No,3,8,7,2016,11113.44
69.62,23.0,42162.9,211.38,1,Yes,3,9,3,2016,14716.2756
79.54,41.0,57846.68,126.39,1,Yes,23,31,5,2016,10053.0606
42.04,29.0,49850.52,216.49,0,No,16,3,5,2016,9101.2396
80.3,52.0,36752.24,157.04,0,Yes,21,12,5,2016,12610.311999999998
76.58,46.0,33951.63,231.95,1,Yes,23,10,3,2016,17762.731
83.4,49.0,45632.51,113.8,0,Yes,20,4,4,2016,9490.92
59.51,29.0,66504.16,167.22,0,No,21,12,6,2016,9951.2622
43.49,37.0,23936.86,217.37,0,No,18,30,5,2016,9453.4213
55.6,35.0,25603.93,236.87,0,No,13,10,2,2016,13169.972
61.22,31.0,78119.5,219.55,0,No,7,3,1,2016,13440.851
60.53,38.0,50723.67,187.76,0,No,19,15,1,2016,11365.112799999999
44.46,33.0,41547.62,178.69,1,No,15,18,4,2016,7944.5574
89.05,34.0,60637.62,140.67,1,Yes,20,5,3,2016,12526.663499999999
39.96,25.0,50671.6,241.03,1,No,9,23,3,2016,9631.5588
65.59,37.0,37334.78,109.29,1,No,20,19,2,2016,7168.3311
90.97,42.0,60514.05,238.58,0,Yes,11,6,4,2016,21703.622600000002
41.73,23.0,32252.38,217.37,1,No,7,20,3,2016,9070.8501
59.51,40.0,57519.64,167.22,0,No,6,11,6,2016,9951.2622
70.58,27.0,36884.23,234.75,1,Yes,5,22,6,2016,16568.655
65.07,34.0,34191.23,168.34,1,No,8,27,2,2016,10953.8838
40.47,35.0,25603.93,236.87,0,No,1,18,7,2016,9586.1289
47.74,33.0,61005.87,113.12,1,No,21,12,6,2016,5400.348800000001
51.87,40.0,25603.93,219.91,0,No,9,1,4,2016,11406.731699999998
79.97,36.0,76003.47,140.46,0,Yes,10,10,6,2016,11232.5862
46.61,45.0,60641.09,174.88,0,Yes,21,20,4,2016,8151.1568
46.61,41.0,55121.65,126.39,0,Yes,5,8,3,2016,5891.0379
47.48,29.0,53431.35,158.56,0,Yes,16,3,5,2016,7528.4288
55.6,39.0,42993.48,199.39,1,No,7,9,2,2016,11086.083999999999
81.22,33.0,60953.93,120.75,0,No,22,3,3,2016,9807.315
88.04,49.0,70005.51,187.76,0,No,20,5,1,2016,16530.3904
80.3,58.0,62318.38,120.06,0,Yes,19,26,2,2016,9640.818
51.24,36.0,59240.24,140.46,0,Yes,18,17,2,2016,7197.170400000001
37.0,53.0,57877.15,111.94,1,Yes,7,5,1,2016,4141.78
61.22,45.0,59886.58,110.66,1,Yes,12,5,3,2016,6774.6052
81.75,19.0,73941.91,133.2,0,No,11,10,6,2016,10889.099999999999
34.78,27.0,36884.23,190.17,0,No,20,19,2,2016,6614.1125999999995
35.61,29.0,61172.07,158.56,0,Yes,19,10,2,2016,5646.3216
55.6,24.0,52252.91,182.2,0,No,20,31,3,2016,10130.32
65.59,39.0,65953.76,212.87,1,No,3,8,7,2016,13962.143300000002
89.05,50.0,57868.44,123.13,0,Yes,14,19,5,2016,10964.726499999999
41.73,28.0,73608.99,217.37,1,No,12,3,7,2016,9070.8501
37.0,30.0,33293.78,201.58,0,Yes,10,29,6,2016,7458.46
59.51,40.0,69718.19,167.22,0,No,1,13,7,2016,9951.2622
60.83,40.0,66291.67,221.98,1,Yes,20,30,5,2016,13503.043399999999
55.6,24.0,52252.91,182.2,0,No,20,31,3,2016,10130.32
50.87,26.0,53336.76,131.68,0,No,3,10,6,2016,6698.5616
71.28,29.0,53431.35,120.06,0,Yes,18,27,1,2016,8557.8768
82.07,34.0,59785.94,243.61,1,Yes,8,27,2,2016,19993.0727
89.0,40.0,73882.91,132.63,1,No,8,20,6,2016,11804.07
80.46,25.0,50506.44,241.03,1,No,15,7,4,2016,19393.2738
51.24,40.0,38067.08,221.98,0,Yes,20,17,2,2016,11374.2552
82.07,44.0,65883.39,122.31,0,Yes,21,9,5,2016,10037.981699999998
78.7,40.0,40468.53,167.22,0,Yes,12,27,2,2016,13160.214
40.04,34.0,59785.94,160.03,0,No,8,27,2,2016,6407.6012
63.45,31.0,39799.73,207.17,0,No,7,3,1,2016,13144.9365
80.3,29.0,69718.19,115.6,0,No,21,12,6,2016,9282.679999999998
54.88,40.0,63394.41,140.46,0,No,4,3,7,2016,7708.444800000001
80.31,44.0,78119.5,160.49,0,No,0,30,6,2016,12888.951900000002
42.04,37.0,67132.46,201.58,0,No,22,8,1,2016,8474.423200000001
80.46,25.0,50671.6,241.03,1,No,17,8,7,2016,19393.2738
51.87,49.0,45632.51,168.34,0,Yes,20,4,4,2016,8731.7958
78.7,40.0,62669.59,221.98,1,No,18,28,4,2016,17469.826
56.57,52.0,73049.3,209.72,1,Yes,2,16,6,2016,11863.8604
75.55,27.0,63879.72,190.17,0,Yes,22,8,5,2016,14367.343499999999
37.87,33.0,39616.0,120.75,0,No,20,16,6,2016,4572.8025
51.24,36.0,59886.58,115.26,1,No,3,8,7,2016,5905.9224
41.73,49.0,40763.13,195.69,1,Yes,14,8,2,2016,8166.1437
71.9,31.0,51739.63,207.17,0,No,0,25,5,2016,14895.523000000001
74.63,29.0,61172.07,216.49,0,No,22,19,6,2016,16156.6487
59.05,34.0,43974.49,187.09,0,Yes,9,20,2,2016,11047.664499999999
55.6,35.0,25603.93,236.87,0,Yes,2,26,1,2016,13169.972
41.89,35.0,25603.93,236.87,0,No,15,7,4,2016,9922.4843
89.0,40.0,44248.52,221.98,1,Yes,7,12,3,2016,19756.219999999998
66.12,19.0,79332.33,163.0,0,No,20,4,4,2016,10777.560000000001
55.6,54.0,48867.36,177.55,0,No,18,25,6,2016,9871.78
37.0,30.0,57877.15,244.91,1,No,10,8,5,2016,9061.67
80.03,44.0,57846.68,231.48,1,Yes,6,2,3,2016,18525.344399999998
61.22,45.0,67575.12,174.88,0,Yes,12,5,3,2016,10706.1536
60.23,43.0,73538.09,198.45,1,Yes,21,3,4,2016,11952.643499999998
75.55,36.0,59240.24,140.46,0,No,19,26,2,2016,10611.753
78.36,22.0,63363.04,121.07,0,No,21,12,6,2016,9487.045199999999
59.05,22.0,63430.33,194.23,1,No,4,3,7,2016,11469.2815
43.49,37.0,51067.54,217.37,0,Yes,20,19,2,2016,9453.4213
39.96,45.0,59610.81,174.88,0,Yes,5,23,7,2016,6988.2047999999995
44.4,30.0,69428.73,201.58,0,No,6,9,3,2016,8950.152
84.59,35.0,37334.78,236.87,0,No,2,29,6,2016,20036.833300000002
76.64,31.0,56180.93,207.17,0,No,14,21,6,2016,15877.5088
74.54,22.0,55677.12,133.2,1,No,7,29,1,2016,9928.728
51.24,36.0,32549.95,115.26,1,Yes,11,4,4,2016,5905.9224
80.71,32.0,55424.24,178.92,1,No,3,9,1,2016,14440.633199999998
59.51,30.0,70492.6,201.26,1,No,5,5,4,2016,11976.9826
89.05,50.0,57868.44,123.13,0,Yes,14,19,5,2016,10964.726499999999
65.65,30.0,53575.48,219.94,0,No,20,5,1,2016,14439.061000000002
79.52,43.0,57868.44,167.86,1,Yes,21,3,4,2016,13348.227200000001
54.88,43.0,58342.63,198.45,1,Yes,20,20,2,2016,10890.936
37.87,38.0,51920.49,251.0,0,No,19,15,1,2016,9505.369999999999
84.73,40.0,38067.08,176.98,0,Yes,10,21,7,2016,14995.5154
89.05,49.0,64564.07,187.76,1,Yes,16,5,2,2016,16720.028
39.96,45.0,67575.12,174.88,0,Yes,12,5,3,2016,6988.2047999999995
55.6,31.0,56180.93,207.17,0,No,14,21,6,2016,11518.652
69.62,34.0,34191.23,203.84,1,No,0,11,3,2016,14191.340800000002
40.04,23.0,61617.98,172.81,0,No,7,20,3,2016,6919.3124
81.75,52.0,36752.24,137.43,0,Yes,6,24,3,2016,11234.9025
52.68,35.0,73889.99,226.54,1,No,18,23,1,2016,11934.127199999999
40.47,35.0,54429.17,236.87,0,No,9,1,4,2016,9586.1289
38.37,32.0,69481.85,182.2,0,Yes,21,9,6,2016,6991.013999999999
65.56,52.0,51409.45,206.98,0,Yes,17,6,4,2016,13569.6088
81.75,49.0,40763.13,195.69,1,Yes,20,4,4,2016,15997.6575
49.21,30.0,40182.84,140.46,0,Yes,20,17,2,2016,6912.0366
41.73,42.0,59243.46,199.43,1,Yes,12,6,7,2016,8322.213899999999
55.6,24.0,52252.91,182.2,0,No,21,12,1,2016,10130.32
35.61,37.0,37334.78,111.59,1,Yes,15,1,1,2016,3973.7199
41.73,31.0,56180.93,207.17,0,No,9,1,4,2016,8645.204099999999
51.24,36.0,29398.61,124.44,0,Yes,12,27,2,2016,6376.3056
81.75,34.0,75687.46,160.03,0,No,0,11,3,2016,13082.4525
43.6,35.0,42993.48,221.18,1,Yes,13,18,3,2016,9643.448
46.14,34.0,34191.23,168.34,1,Yes,0,11,3,2016,7767.207600000001
37.87,43.0,73538.09,167.86,1,Yes,21,3,4,2016,6356.8582
55.6,24.0,64698.58,178.92,1,No,14,30,3,2016,9947.952
39.3,32.0,55424.24,172.83,0,No,22,28,4,2016,6792.219
50.08,53.0,50671.6,174.88,1,Yes,21,9,6,2016,8757.990399999999
55.6,39.0,65953.76,132.63,1,No,13,18,3,2016,7374.228
59.22,40.0,60372.64,232.78,1,Yes,13,18,3,2016,13785.2316
76.81,28.0,67307.43,217.37,1,No,18,28,2,2016,16696.189700000003
54.88,43.0,52563.22,121.28,0,No,7,26,6,2016,6655.8464
75.42,30.0,57877.15,111.94,1,No,13,18,3,2016,8442.5148
56.34,40.0,37345.34,122.59,1,No,10,8,5,2016,6906.720600000001
86.06,32.0,55424.24,178.92,1,No,3,9,1,2016,15397.8552
70.03,31.0,56180.93,207.17,0,No,7,3,1,2016,14508.115099999999
44.78,38.0,57868.44,137.24,1,Yes,19,17,4,2016,6145.6072
46.61,45.0,59886.58,174.88,0,Yes,13,29,6,2016,8151.1568
73.89,31.0,40182.84,207.17,0,Yes,15,27,5,2016,15307.791299999999
86.06,32.0,55424.24,178.92,1,No,3,9,1,2016,15397.8552
66.12,49.0,45632.51,168.34,0,Yes,20,16,3,2016,11130.640800000001
53.68,29.0,53431.35,217.1,1,Yes,2,26,1,2016,11653.928
40.47,28.0,53058.91,217.37,0,No,23,29,2,2016,8796.9639
80.3,37.0,53058.91,129.31,0,No,19,29,2,2016,10383.592999999999
74.54,23.0,60514.05,158.35,0,Yes,14,19,5,2016,11803.409000000001
76.2,19.0,58966.22,204.02,1,No,15,18,4,2016,15546.324
79.52,43.0,73538.09,198.45,1,Yes,21,3,4,2016,15780.743999999999
62.18,42.0,66025.11,199.43,1,No,11,6,4,2016,12400.5574
66.12,24.0,52252.91,182.2,0,No,19,26,2,2016,12047.064
34.78,30.0,67186.54,244.91,1,No,10,8,5,2016,8517.9698
49.21,30.0,54324.73,162.05,0,No,20,4,4,2016,7974.480500000001
